"","name","label"
"511","r3momage","r3momage:w3 mother age current/at death"
"512","r4momage","r4momage:w4 mother age current/at death"
"513","r5momage","r5momage:w5 mother age current/at death"
"514","r6momage","r6momage:w6 mother age current/at death"
"515","s1momage","s1momage:w1 mother age current/at death"
"516","s2momage","s2momage:w2 mother age current/at death"
"517","s3momage","s3momage:w3 mother age current/at death"
"518","s4momage","s4momage:w4 mother age current/at death"
"519","s5momage","s5momage:w5 mother age current/at death"
"520","s6momage","s6momage:w6 mother age current/at death"
"521","r1fmomage","r1fmomage:w1 flag mother age current/at death"
"522","r2fmomage","r2fmomage:w2 flag mother age current/at death"
"523","r3fmomage","r3fmomage:w3 flag mother age current/at death"
"524","r4fmomage","r4fmomage:w4 flag mother age current/at death"
"525","r5fmomage","r5fmomage:w5 flag mother age current/at death"
"526","r6fmomage","r6fmomage:w6 flag mother age current/at death"
"527","s1fmomage","s1fmomage:w1 flag mother age current/at death"
"528","s2fmomage","s2fmomage:w2 flag mother age current/at death"
"529","s3fmomage","s3fmomage:w3 flag mother age current/at death"
"530","s4fmomage","s4fmomage:w4 flag mother age current/at death"
"531","s5fmomage","s5fmomage:w5 flag mother age current/at death"
"532","s6fmomage","s6fmomage:w6 flag mother age current/at death"
"533","r1dadage","r1dadage:w1 father age current/at death"
"534","r2dadage","r2dadage:w2 father age current/at death"
"535","r3dadage","r3dadage:w3 father age current/at death"
"536","r4dadage","r4dadage:w4 father age current/at death"
"537","r5dadage","r5dadage:w5 father age current/at death"
"538","r6dadage","r6dadage:w6 father age current/at death"
"539","s1dadage","s1dadage:w1 father age current/at death"
"540","s2dadage","s2dadage:w2 father age current/at death"
"541","s3dadage","s3dadage:w3 father age current/at death"
"542","s4dadage","s4dadage:w4 father age current/at death"
"543","s5dadage","s5dadage:w5 father age current/at death"
"544","s6dadage","s6dadage:w6 father age current/at death"
"545","r1fdadage","r1fdadage:w1 flag father age current/at death"
"546","r2fdadage","r2fdadage:w2 flag father age current/at death"
"547","r3fdadage","r3fdadage:w3 flag father age current/at death"
"548","r4fdadage","r4fdadage:w4 flag father age current/at death"
"549","r5fdadage","r5fdadage:w5 flag father age current/at death"
"550","r6fdadage","r6fdadage:w6 flag father age current/at death"
"551","s1fdadage","s1fdadage:w1 flag father age current/at death"
"552","s2fdadage","s2fdadage:w2 flag father age current/at death"
"553","s3fdadage","s3fdadage:w3 flag father age current/at death"
"554","s4fdadage","s4fdadage:w4 flag father age current/at death"
"555","s5fdadage","s5fdadage:w5 flag father age current/at death"
"556","s6fdadage","s6fdadage:w6 flag father age current/at death"
"557","r1shlt","r1shlt:w1 self-report of health"
"558","r2shlt","r2shlt:w2 self-report of health"
"559","r4shlt","r4shlt:w4 self-report of health"
"560","r5shlt","r5shlt:w5 self-report of health"
"561","r6shlt","r6shlt:w6 self-report of health"
"562","s1shlt","s1shlt:w1 self-report of health"
"563","s2shlt","s2shlt:w2 self-report of health"
"564","s4shlt","s4shlt:w4 self-report of health"
"565","s5shlt","s5shlt:w5 self-report of health"
"566","s6shlt","s6shlt:w6 self-report of health"
"567","r1shltf","r1shltf:w1 flag position of self-report health"
"568","s1shltf","s1shltf:w1 flag position of self-report health"
"569","r1shlta","r1shlta:w1 self-report of health, European scale"
"570","r3shlta","r3shlta:w3 self-report of health, European scale"
"571","s1shlta","s1shlta:w1 self-report of health, European scale"
"572","s3shlta","s3shlta:w3 self-report of health, European scale"
"573","r1shltaf","r1shltaf:w1 flag position of self-report health, European scale"
"574","s1shltaf","s1shltaf:w1 flag position of self-report health, European scale"
"575","r2hlthlm","r2hlthlm:w2 hlth problems limit work"
"576","r3hlthlm","r3hlthlm:w3 hlth problems limit work"
"577","r4hlthlm","r4hlthlm:w4 hlth problems limit work"
"578","r5hlthlm","r5hlthlm:w5 hlth problems limit work"
"579","r6hlthlm","r6hlthlm:w6 hlth problems limit work"
"580","s2hlthlm","s2hlthlm:w2 hlth problems limit work"
"581","s3hlthlm","s3hlthlm:w3 hlth problems limit work"
"582","s4hlthlm","s4hlthlm:w4 hlth problems limit work"
"583","s5hlthlm","s5hlthlm:w5 hlth problems limit work"
"584","s6hlthlm","s6hlthlm:w6 hlth problems limit work"
"585","r1walkra","r1walkra:w1 R Some Diff-Walk across room"
"586","r2walkra","r2walkra:w2 R Some Diff-Walk across room"
"587","r3walkra","r3walkra:w3 R Some Diff-Walk across room"
"588","r4walkra","r4walkra:w4 R Some Diff-Walk across room"
"589","r5walkra","r5walkra:w5 R Some Diff-Walk across room"
"590","r6walkra","r6walkra:w6 R Some Diff-Walk across room"
"591","s1walkra","s1walkra:w1 S Some Diff-Walk across room"
"592","s2walkra","s2walkra:w2 S Some Diff-Walk across room"
"593","s3walkra","s3walkra:w3 S Some Diff-Walk across room"
"594","s4walkra","s4walkra:w4 S Some Diff-Walk across room"
"595","s5walkra","s5walkra:w5 S Some Diff-Walk across room"
"596","s6walkra","s6walkra:w6 S Some Diff-Walk across room"
"597","r1dressa","r1dressa:w1 R Some Diff-Dressing"
"598","r2dressa","r2dressa:w2 R Some Diff-Dressing"
"599","r3dressa","r3dressa:w3 R Some Diff-Dressing"
"600","r4dressa","r4dressa:w4 R Some Diff-Dressing"
"601","r5dressa","r5dressa:w5 R Some Diff-Dressing"
"602","r6dressa","r6dressa:w6 R Some Diff-Dressing"
"603","s1dressa","s1dressa:w1 S Some Diff-Dressing"
"604","s2dressa","s2dressa:w2 S Some Diff-Dressing"
"605","s3dressa","s3dressa:w3 S Some Diff-Dressing"
"606","s4dressa","s4dressa:w4 S Some Diff-Dressing"
"607","s5dressa","s5dressa:w5 S Some Diff-Dressing"
"608","s6dressa","s6dressa:w6 S Some Diff-Dressing"
"609","r1batha","r1batha:w1 R Some Diff-Bathing, shower"
"610","r2batha","r2batha:w2 R Some Diff-Bathing, shower"
"611","r3batha","r3batha:w3 R Some Diff-Bathing, shower"
"612","r4batha","r4batha:w4 R Some Diff-Bathing, shower"
"613","r5batha","r5batha:w5 R Some Diff-Bathing, shower"
"614","r6batha","r6batha:w6 R Some Diff-Bathing, shower"
"615","s1batha","s1batha:w1 S Some Diff-Bathing, shower"
"616","s2batha","s2batha:w2 S Some Diff-Bathing, shower"
"617","s3batha","s3batha:w3 S Some Diff-Bathing, shower"
"618","s4batha","s4batha:w4 S Some Diff-Bathing, shower"
"619","s5batha","s5batha:w5 S Some Diff-Bathing, shower"
"620","s6batha","s6batha:w6 S Some Diff-Bathing, shower"
"621","r1eata","r1eata:w1 R Some Diff-Eating"
"622","r2eata","r2eata:w2 R Some Diff-Eating"
"623","r3eata","r3eata:w3 R Some Diff-Eating"
"624","r4eata","r4eata:w4 R Some Diff-Eating"
"625","r5eata","r5eata:w5 R Some Diff-Eating"
"626","r6eata","r6eata:w6 R Some Diff-Eating"
"627","s1eata","s1eata:w1 S Some Diff-Eating"
"628","s2eata","s2eata:w2 S Some Diff-Eating"
"629","s3eata","s3eata:w3 S Some Diff-Eating"
"630","s4eata","s4eata:w4 S Some Diff-Eating"
"631","s5eata","s5eata:w5 S Some Diff-Eating"
"632","s6eata","s6eata:w6 S Some Diff-Eating"
"633","r1beda","r1beda:w1 R Some Diff-Get in/out bed"
"634","r2beda","r2beda:w2 R Some Diff-Get in/out bed"
"635","r3beda","r3beda:w3 R Some Diff-Get in/out bed"
"636","r4beda","r4beda:w4 R Some Diff-Get in/out bed"
"637","r5beda","r5beda:w5 R Some Diff-Get in/out bed"
"638","r6beda","r6beda:w6 R Some Diff-Get in/out bed"
"639","s1beda","s1beda:w1 S Some Diff-Get in/out bed"
"640","s2beda","s2beda:w2 S Some Diff-Get in/out bed"
"641","s3beda","s3beda:w3 S Some Diff-Get in/out bed"
"642","s4beda","s4beda:w4 S Some Diff-Get in/out bed"
"643","s5beda","s5beda:w5 S Some Diff-Get in/out bed"
"644","s6beda","s6beda:w6 S Some Diff-Get in/out bed"
"645","r1toilta","r1toilta:w1 R Some Diff-Using the toilet"
"646","r2toilta","r2toilta:w2 R Some Diff-Using the toilet"
"647","r3toilta","r3toilta:w3 R Some Diff-Using the toilet"
"648","r4toilta","r4toilta:w4 R Some Diff-Using the toilet"
"649","r5toilta","r5toilta:w5 R Some Diff-Using the toilet"
"650","r6toilta","r6toilta:w6 R Some Diff-Using the toilet"
"651","s1toilta","s1toilta:w1 S Some Diff-Using the toilet"
"652","s2toilta","s2toilta:w2 S Some Diff-Using the toilet"
"653","s3toilta","s3toilta:w3 S Some Diff-Using the toilet"
"654","s4toilta","s4toilta:w4 S Some Diff-Using the toilet"
"655","s5toilta","s5toilta:w5 S Some Diff-Using the toilet"
"656","s6toilta","s6toilta:w6 S Some Diff-Using the toilet"
"657","r1mapa","r1mapa:w1 R Some Diff-Use a map"
"658","r2mapa","r2mapa:w2 R Some Diff-Use a map"
"659","r3mapa","r3mapa:w3 R Some Diff-Use a map"
"660","r4mapa","r4mapa:w4 R Some Diff-Use a map"
"661","r5mapa","r5mapa:w5 R Some Diff-Use a map"
"662","r6mapa","r6mapa:w6 R Some Diff-Use a map"
"663","s1mapa","s1mapa:w1 S Some Diff-Use a map"
"664","s2mapa","s2mapa:w2 S Some Diff-Use a map"
"665","s3mapa","s3mapa:w3 S Some Diff-Use a map"
"666","s4mapa","s4mapa:w4 S Some Diff-Use a map"
"667","s5mapa","s5mapa:w5 S Some Diff-Use a map"
"668","s6mapa","s6mapa:w6 S Some Diff-Use a map"
"669","r1phonea","r1phonea:w1 R Some Diff-Use telephone"
"670","r2phonea","r2phonea:w2 R Some Diff-Use telephone"
"671","r3phonea","r3phonea:w3 R Some Diff-Use telephone"
"672","r4phonea","r4phonea:w4 R Some Diff-Use telephone"
"673","r5phonea","r5phonea:w5 R Some Diff-Use telephone"
"674","r6phonea","r6phonea:w6 R Some Diff-Use telephone"
"675","s1phonea","s1phonea:w1 S Some Diff-Use a telephone"
"676","s2phonea","s2phonea:w2 S Some Diff-Use a telephone"
"677","s3phonea","s3phonea:w3 S Some Diff-Use a telephone"
"678","s4phonea","s4phonea:w4 S Some Diff-Use a telephone"
"679","s5phonea","s5phonea:w5 S Some Diff-Use a telephone"
"680","s6phonea","s6phonea:w6 S Some Diff-Use a telephone"
"681","r1moneya","r1moneya:w1 R Some Diff-Managing money"
"682","r2moneya","r2moneya:w2 R Some Diff-Managing money"
"683","r3moneya","r3moneya:w3 R Some Diff-Managing money"
"684","r4moneya","r4moneya:w4 R Some Diff-Managing money"
"685","r5moneya","r5moneya:w5 R Some Diff-Managing money"
"686","r6moneya","r6moneya:w6 R Some Diff-Managing money"
"687","s1moneya","s1moneya:w1 S Some Diff-Managing money"
"688","s2moneya","s2moneya:w2 S Some Diff-Managing money"
"689","s3moneya","s3moneya:w3 S Some Diff-Managing money"
"690","s4moneya","s4moneya:w4 S Some Diff-Managing money"
"691","s5moneya","s5moneya:w5 S Some Diff-Managing money"
"692","s6moneya","s6moneya:w6 S Some Diff-Managing money"
"693","r1medsa","r1medsa:w1 R Some Diff-Take medications"
"694","r2medsa","r2medsa:w2 R Some Diff-Take medications"
"695","r3medsa","r3medsa:w3 R Some Diff-Take medications"
"696","r4medsa","r4medsa:w4 R Some Diff-Take medications"
"697","r5medsa","r5medsa:w5 R Some Diff-Take medications"
"698","r6medsa","r6medsa:w6 R Some Diff-Take medications"
"699","s1medsa","s1medsa:w1 S Some Diff-Take medications"
"700","s2medsa","s2medsa:w2 S Some Diff-Take medications"
"701","s3medsa","s3medsa:w3 S Some Diff-Take medications"
"702","s4medsa","s4medsa:w4 S Some Diff-Take medications"
"703","s5medsa","s5medsa:w5 S Some Diff-Take medications"
"704","s6medsa","s6medsa:w6 S Some Diff-Take medications"
"705","r1shopa","r1shopa:w1 R Some Diff-Shop for grocery"
"706","r2shopa","r2shopa:w2 R Some Diff-Shop for grocery"
"707","r3shopa","r3shopa:w3 R Some Diff-Shop for grocery"
"708","r4shopa","r4shopa:w4 R Some Diff-Shop for grocery"
"709","r5shopa","r5shopa:w5 R Some Diff-Shop for grocery"
"710","r6shopa","r6shopa:w6 R Some Diff-Shop for grocery"
"711","s1shopa","s1shopa:w1 S Some Diff-Shop for grocery"
"712","s2shopa","s2shopa:w2 S Some Diff-Shop for grocery"
"713","s3shopa","s3shopa:w3 S Some Diff-Shop for grocery"
"714","s4shopa","s4shopa:w4 S Some Diff-Shop for grocery"
"715","s5shopa","s5shopa:w5 S Some Diff-Shop for grocery"
"716","s6shopa","s6shopa:w6 S Some Diff-Shop for grocery"
"717","r1mealsa","r1mealsa:w1 R Some Diff-Prepare hot meal"
"718","r2mealsa","r2mealsa:w2 R Some Diff-Prepare hot meal"
"719","r3mealsa","r3mealsa:w3 R Some Diff-Prepare hot meal"
"720","r4mealsa","r4mealsa:w4 R Some Diff-Prepare hot meal"
"721","r5mealsa","r5mealsa:w5 R Some Diff-Prepare hot meal"
"722","r6mealsa","r6mealsa:w6 R Some Diff-Prepare hot meal"
"723","s1mealsa","s1mealsa:w1 S Some Diff-Prepare hot meal"
"724","s2mealsa","s2mealsa:w2 S Some Diff-Prepare hot meal"
"725","s3mealsa","s3mealsa:w3 S Some Diff-Prepare hot meal"
"726","s4mealsa","s4mealsa:w4 S Some Diff-Prepare hot meal"
"727","s5mealsa","s5mealsa:w5 S Some Diff-Prepare hot meal"
"728","s6mealsa","s6mealsa:w6 S Some Diff-Prepare hot meal"
"729","r1housewka","r1housewka:w1 R Some Diff-Doing work around the house or garden"
"730","r2housewka","r2housewka:w2 R Some Diff-Doing work around the house or garden"
"731","r3housewka","r3housewka:w3 R Some Diff-Doing work around the house or garden"
"732","r4housewka","r4housewka:w4 R Some Diff-Doing work around the house or garden"
"733","r5housewka","r5housewka:w5 R Some Diff-Doing work around the house or garden"
"734","r6housewka","r6housewka:w6 R Some Diff-Doing work around the house or garden"
"735","s1housewka","s1housewka:w1 S Some Diff-Doing work around the house or garden"
"736","s2housewka","s2housewka:w2 S Some Diff-Doing work around the house or garden"
"737","s3housewka","s3housewka:w3 S Some Diff-Doing work around the house or garden"
"738","s4housewka","s4housewka:w4 S Some Diff-Doing work around the house or garden"
"739","s5housewka","s5housewka:w5 S Some Diff-Doing work around the house or garden"
"740","s6housewka","s6housewka:w6 S Some Diff-Doing work around the house or garden"
"741","r1walk100a","r1walk100a:w1 R Some Diff-Walk 100y"
"742","r2walk100a","r2walk100a:w2 R Some Diff-Walk 100y"
"743","r3walk100a","r3walk100a:w3 R Some Diff-Walk 100y"
"744","r4walk100a","r4walk100a:w4 R Some Diff-Walk 100y"
"745","r5walk100a","r5walk100a:w5 R Some Diff-Walk 100y"
"746","r6walk100a","r6walk100a:w6 R Some Diff-Walk 100y"
"747","s1walk100a","s1walk100a:w1 S Some Diff-Walk 100y"
"748","s2walk100a","s2walk100a:w2 S Some Diff-Walk 100y"
"749","s3walk100a","s3walk100a:w3 S Some Diff-Walk 100y"
"750","s4walk100a","s4walk100a:w4 S Some Diff-Walk 100y"
"751","s5walk100a","s5walk100a:w5 S Some Diff-Walk 100y"
"752","s6walk100a","s6walk100a:w6 S Some Diff-Walk 100y"
"753","r1sita","r1sita:w1 R Some Diff-Sit for 2 hours"
"754","r2sita","r2sita:w2 R Some Diff-Sit for 2 hours"
"755","r3sita","r3sita:w3 R Some Diff-Sit for 2 hours"
"756","r4sita","r4sita:w4 R Some Diff-Sit for 2 hours"
"757","r5sita","r5sita:w5 R Some Diff-Sit for 2 hours"
"758","r6sita","r6sita:w6 R Some Diff-Sit for 2 hours"
"759","s1sita","s1sita:w1 S Some Diff-Sit for 2 hours"
"760","s2sita","s2sita:w2 S Some Diff-Sit for 2 hours"
"761","s3sita","s3sita:w3 S Some Diff-Sit for 2 hours"
"762","s4sita","s4sita:w4 S Some Diff-Sit for 2 hours"
"763","s5sita","s5sita:w5 S Some Diff-Sit for 2 hours"
"764","s6sita","s6sita:w6 S Some Diff-Sit for 2 hours"
"765","r1chaira","r1chaira:w1 R Some Diff-Get up fr chair"
"766","r2chaira","r2chaira:w2 R Some Diff-Get up fr chair"
"767","r3chaira","r3chaira:w3 R Some Diff-Get up fr chair"
"768","r4chaira","r4chaira:w4 R Some Diff-Get up fr chair"
"769","r5chaira","r5chaira:w5 R Some Diff-Get up fr chair"
"770","r6chaira","r6chaira:w6 R Some Diff-Get up fr chair"
"771","s1chaira","s1chaira:w1 S Some Diff-Get up fr chair"
"772","s2chaira","s2chaira:w2 S Some Diff-Get up fr chair"
"773","s3chaira","s3chaira:w3 S Some Diff-Get up fr chair"
"774","s4chaira","s4chaira:w4 S Some Diff-Get up fr chair"
"775","s5chaira","s5chaira:w5 S Some Diff-Get up fr chair"
"776","s6chaira","s6chaira:w6 S Some Diff-Get up fr chair"
"777","r1climsa","r1climsa:w1 R Some Diff-Clmb sev flt str"
"778","r2climsa","r2climsa:w2 R Some Diff-Clmb sev flt str"
"779","r3climsa","r3climsa:w3 R Some Diff-Clmb sev flt str"
"780","r4climsa","r4climsa:w4 R Some Diff-Clmb sev flt str"
"781","r5climsa","r5climsa:w5 R Some Diff-Clmb sev flt str"
"782","r6climsa","r6climsa:w6 R Some Diff-Clmb sev flt str"
"783","s1climsa","s1climsa:w1 S Some Diff-Clmb sev flt str"
"784","s2climsa","s2climsa:w2 S Some Diff-Clmb sev flt str"
"785","s3climsa","s3climsa:w3 S Some Diff-Clmb sev flt str"
"786","s4climsa","s4climsa:w4 S Some Diff-Clmb sev flt str"
"787","s5climsa","s5climsa:w5 S Some Diff-Clmb sev flt str"
"788","s6climsa","s6climsa:w6 S Some Diff-Clmb sev flt str"
"789","r1clim1a","r1clim1a:w1 R Some Diff-Clmb 1 flt str"
"790","r2clim1a","r2clim1a:w2 R Some Diff-Clmb 1 flt str"
"791","r3clim1a","r3clim1a:w3 R Some Diff-Clmb 1 flt str"
"792","r4clim1a","r4clim1a:w4 R Some Diff-Clmb 1 flt str"
"793","r5clim1a","r5clim1a:w5 R Some Diff-Clmb 1 flt str"
"794","r6clim1a","r6clim1a:w6 R Some Diff-Clmb 1 flt str"
"795","s1clim1a","s1clim1a:w1 S Some Diff-Clmb 1 flt str"
"796","s2clim1a","s2clim1a:w2 S Some Diff-Clmb 1 flt str"
"797","s3clim1a","s3clim1a:w3 S Some Diff-Clmb 1 flt str"
"798","s4clim1a","s4clim1a:w4 S Some Diff-Clmb 1 flt str"
"799","s5clim1a","s5clim1a:w5 S Some Diff-Clmb 1 flt str"
"800","s6clim1a","s6clim1a:w6 S Some Diff-Clmb 1 flt str"
"801","r1stoopa","r1stoopa:w1 R Some Diff-Stoop/Kneel/Crch"
"802","r2stoopa","r2stoopa:w2 R Some Diff-Stoop/Kneel/Crch"
"803","r3stoopa","r3stoopa:w3 R Some Diff-Stoop/Kneel/Crch"
"804","r4stoopa","r4stoopa:w4 R Some Diff-Stoop/Kneel/Crch"
"805","r5stoopa","r5stoopa:w5 R Some Diff-Stoop/Kneel/Crch"
"806","r6stoopa","r6stoopa:w6 R Some Diff-Stoop/Kneel/Crch"
"807","s1stoopa","s1stoopa:w1 S Some Diff-Stoop/Kneel/Crch"
"808","s2stoopa","s2stoopa:w2 S Some Diff-Stoop/Kneel/Crch"
"809","s3stoopa","s3stoopa:w3 S Some Diff-Stoop/Kneel/Crch"
"810","s4stoopa","s4stoopa:w4 S Some Diff-Stoop/Kneel/Crch"
"811","s5stoopa","s5stoopa:w5 S Some Diff-Stoop/Kneel/Crch"
"812","s6stoopa","s6stoopa:w6 S Some Diff-Stoop/Kneel/Crch"
"813","r1lifta","r1lifta:w1 R Some Diff-Lift/carry 10lbs"
"814","r2lifta","r2lifta:w2 R Some Diff-Lift/carry 10lbs"
"815","r3lifta","r3lifta:w3 R Some Diff-Lift/carry 10lbs"
"816","r4lifta","r4lifta:w4 R Some Diff-Lift/carry 10lbs"
"817","r5lifta","r5lifta:w5 R Some Diff-Lift/carry 10lbs"
"818","r6lifta","r6lifta:w6 R Some Diff-Lift/carry 10lbs"
"819","s1lifta","s1lifta:w1 S Some Diff-Lift/carry 10lbs"
"820","s2lifta","s2lifta:w2 S Some Diff-Lift/carry 10lbs"
"821","s3lifta","s3lifta:w3 S Some Diff-Lift/carry 10lbs"
"822","s4lifta","s4lifta:w4 S Some Diff-Lift/carry 10lbs"
"823","s5lifta","s5lifta:w5 S Some Diff-Lift/carry 10lbs"
"824","s6lifta","s6lifta:w6 S Some Diff-Lift/carry 10lbs"
"825","r1dimea","r1dimea:w1 R Some Diff-Pick up a 5p coin"
"826","r2dimea","r2dimea:w2 R Some Diff-Pick up a 5p coin"
"827","r3dimea","r3dimea:w3 R Some Diff-Pick up a 5p coin"
"828","r4dimea","r4dimea:w4 R Some Diff-Pick up a 5p coin"
"829","r5dimea","r5dimea:w5 R Some Diff-Pick up a 5p coin"
"830","r6dimea","r6dimea:w6 R Some Diff-Pick up a 5p coin"
"831","s1dimea","s1dimea:w1 S Some Diff-Pick up a 5p coin"
"832","s2dimea","s2dimea:w2 S Some Diff-Pick up a 5p coin"
"833","s3dimea","s3dimea:w3 S Some Diff-Pick up a 5p coin"
"834","s4dimea","s4dimea:w4 S Some Diff-Pick up a 5p coin"
"835","s5dimea","s5dimea:w5 S Some Diff-Pick up a 5p coin"
"836","s6dimea","s6dimea:w6 S Some Diff-Pick up a 5p coin"
"837","r1armsa","r1armsa:w1 R Some Diff-Rch/xtnd arms up"
"838","r2armsa","r2armsa:w2 R Some Diff-Rch/xtnd arms up"
"839","r3armsa","r3armsa:w3 R Some Diff-Rch/xtnd arms up"
"840","r4armsa","r4armsa:w4 R Some Diff-Rch/xtnd arms up"
"841","r5armsa","r5armsa:w5 R Some Diff-Rch/xtnd arms up"
"842","r6armsa","r6armsa:w6 R Some Diff-Rch/xtnd arms up"
"843","s1armsa","s1armsa:w1 S Some Diff-Rch/xtnd arms up"
"844","s2armsa","s2armsa:w2 S Some Diff-Rch/xtnd arms up"
"845","s3armsa","s3armsa:w3 S Some Diff-Rch/xtnd arms up"
"846","s4armsa","s4armsa:w4 S Some Diff-Rch/xtnd arms up"
"847","s5armsa","s5armsa:w5 S Some Diff-Rch/xtnd arms up"
"848","s6armsa","s6armsa:w6 S Some Diff-Rch/xtnd arms up"
"849","r1pusha","r1pusha:w1 R Some Diff-Push/pull lg obj"
"850","r2pusha","r2pusha:w2 R Some Diff-Push/pull lg obj"
"851","r3pusha","r3pusha:w3 R Some Diff-Push/pull lg obj"
"852","r4pusha","r4pusha:w4 R Some Diff-Push/pull lg obj"
"853","r5pusha","r5pusha:w5 R Some Diff-Push/pull lg obj"
"854","r6pusha","r6pusha:w6 R Some Diff-Push/pull lg obj"
"855","s1pusha","s1pusha:w1 S Some Diff-Push/pull lg obj"
"856","s2pusha","s2pusha:w2 S Some Diff-Push/pull lg obj"
"857","s3pusha","s3pusha:w3 S Some Diff-Push/pull lg obj"
"858","s4pusha","s4pusha:w4 S Some Diff-Push/pull lg obj"
"859","s5pusha","s5pusha:w5 S Some Diff-Push/pull lg obj"
"860","s6pusha","s6pusha:w6 S Some Diff-Push/pull lg obj"
"861","r1adla","r1adla:w1 R Some Diff-ADLs /0-5"
"862","r2adla","r2adla:w2 R Some Diff-ADLs /0-5"
"863","r3adla","r3adla:w3 R Some Diff-ADLs /0-5"
"864","r4adla","r4adla:w4 R Some Diff-ADLs /0-5"
"865","r5adla","r5adla:w5 R Some Diff-ADLs /0-5"
"866","r6adla","r6adla:w6 R Some Diff-ADLs /0-5"
"867","s1adla","s1adla:w1 S Some Diff-ADLs /0-5"
"868","s2adla","s2adla:w2 S Some Diff-ADLs /0-5"
"869","s3adla","s3adla:w3 S Some Diff-ADLs /0-5"
"870","s4adla","s4adla:w4 S Some Diff-ADLs /0-5"
"871","s5adla","s5adla:w5 S Some Diff-ADLs /0-5"
"872","s6adla","s6adla:w6 S Some Diff-ADLs /0-5"
"873","r1adlam","r1adlam:w1 Missings in Some Diff-ADLs /0-5"
"874","r2adlam","r2adlam:w2 Missings in Some Diff-ADLs /0-5"
"875","r3adlam","r3adlam:w3 Missings in Some Diff-ADLs /0-5"
"876","r4adlam","r4adlam:w4 Missings in Some Diff-ADLs /0-5"
"877","r5adlam","r5adlam:w5 Missings in Some Diff-ADLs /0-5"
"878","r6adlam","r6adlam:w6 Missings in Some Diff-ADLs /0-5"
"879","s1adlam","s1adlam:w1 S Missings in Some Diff-ADLs /0-5"
"880","s2adlam","s2adlam:w2 S Missings in Some Diff-ADLs /0-5"
"881","s3adlam","s3adlam:w3 S Missings in Some Diff-ADLs /0-5"
"882","s4adlam","s4adlam:w4 S Missings in Some Diff-ADLs /0-5"
"883","s5adlam","s5adlam:w5 S Missings in Some Diff-ADLs /0-5"
"884","s6adlam","s6adlam:w6 S Missings in Some Diff-ADLs /0-5"
"885","r1adlwa","r1adlwa:w1 R Some Diff-ADLs:Wallace /0-3"
"886","r2adlwa","r2adlwa:w2 R Some Diff-ADLs:Wallace /0-3"
"887","r3adlwa","r3adlwa:w3 R Some Diff-ADLs:Wallace /0-3"
"888","r4adlwa","r4adlwa:w4 R Some Diff-ADLs:Wallace /0-3"
"889","r5adlwa","r5adlwa:w5 R Some Diff-ADLs:Wallace /0-3"
"890","r6adlwa","r6adlwa:w6 R Some Diff-ADLs:Wallace /0-3"
"891","s1adlwa","s1adlwa:w1 S Some Diff-ADLs:Wallace /0-3"
"892","s2adlwa","s2adlwa:w2 S Some Diff-ADLs:Wallace /0-3"
"893","s3adlwa","s3adlwa:w3 S Some Diff-ADLs:Wallace /0-3"
"894","s4adlwa","s4adlwa:w4 S Some Diff-ADLs:Wallace /0-3"
"895","s5adlwa","s5adlwa:w5 S Some Diff-ADLs:Wallace /0-3"
"896","s6adlwa","s6adlwa:w6 S Some Diff-ADLs:Wallace /0-3"
"897","r1adlwam","r1adlwam:w1 R Missings in Some Diff-ADLs:Wallace /0-3"
"898","r2adlwam","r2adlwam:w2 R Missings in Some Diff-ADLs:Wallace /0-3"
"899","r3adlwam","r3adlwam:w3 R Missings in Some Diff-ADLs:Wallace /0-3"
"900","r4adlwam","r4adlwam:w4 R Missings in Some Diff-ADLs:Wallace /0-3"
"901","r5adlwam","r5adlwam:w5 R Missings in Some Diff-ADLs:Wallace /0-3"
"902","r6adlwam","r6adlwam:w6 R Missings in Some Diff-ADLs:Wallace /0-3"
"903","s1adlwam","s1adlwam:w1 S Missings in Some Diff-ADLs:Wallace /0-3"
"904","s2adlwam","s2adlwam:w2 S Missings in Some Diff-ADLs:Wallace /0-3"
"905","s3adlwam","s3adlwam:w3 S Missings in Some Diff-ADLs:Wallace /0-3"
"906","s4adlwam","s4adlwam:w4 S Missings in Some Diff-ADLs:Wallace /0-3"
"907","s5adlwam","s5adlwam:w5 S Missings in Some Diff-ADLs:Wallace /0-3"
"908","s6adlwam","s6adlwam:w6 S Missings in Some Diff-ADLs:Wallace /0-3"
"909","r1iadla","r1iadla:w1 R Some Diff-IADLs: /0-3"
"910","r2iadla","r2iadla:w2 R Some Diff-IADLs: /0-3"
"911","r3iadla","r3iadla:w3 R Some Diff-IADLs: /0-3"
"912","r4iadla","r4iadla:w4 R Some Diff-IADLs: /0-3"
"913","r5iadla","r5iadla:w5 R Some Diff-IADLs: /0-3"
"914","r6iadla","r6iadla:w6 R Some Diff-IADLs: /0-3"
"915","s1iadla","s1iadla:w1 S Some Diff-IADLs: /0-3"
"916","s2iadla","s2iadla:w2 S Some Diff-IADLs: /0-3"
"917","s3iadla","s3iadla:w3 S Some Diff-IADLs: /0-3"
"918","s4iadla","s4iadla:w4 S Some Diff-IADLs: /0-3"
"919","s5iadla","s5iadla:w5 S Some Diff-IADLs: /0-3"
"920","s6iadla","s6iadla:w6 S Some Diff-IADLs: /0-3"
"921","r1iadlam","r1iadlam:w1 R Missings in Some Diff-IADLs: /0-3"
