name,name_new,include,label
s1dadage,,,s1dadage:w1 father age current/at death
s2dadage,,,s2dadage:w2 father age current/at death
s3dadage,,,s3dadage:w3 father age current/at death
s4dadage,,,s4dadage:w4 father age current/at death
s5dadage,,,s5dadage:w5 father age current/at death
s6dadage,,,s6dadage:w6 father age current/at death
r1fdadage,,,r1fdadage:w1 flag father age current/at death
r2fdadage,,,r2fdadage:w2 flag father age current/at death
r3fdadage,,,r3fdadage:w3 flag father age current/at death
r4fdadage,,,r4fdadage:w4 flag father age current/at death
r5fdadage,,,r5fdadage:w5 flag father age current/at death
r6fdadage,,,r6fdadage:w6 flag father age current/at death
s1fdadage,,,s1fdadage:w1 flag father age current/at death
s2fdadage,,,s2fdadage:w2 flag father age current/at death
s3fdadage,,,s3fdadage:w3 flag father age current/at death
s4fdadage,,,s4fdadage:w4 flag father age current/at death
s5fdadage,,,s5fdadage:w5 flag father age current/at death
s6fdadage,,,s6fdadage:w6 flag father age current/at death
r1shlt,,,r1shlt:w1 self-report of health
r2shlt,,,r2shlt:w2 self-report of health
r4shlt,,,r4shlt:w4 self-report of health
r5shlt,,,r5shlt:w5 self-report of health
r6shlt,,,r6shlt:w6 self-report of health
s1shlt,,,s1shlt:w1 self-report of health
s2shlt,,,s2shlt:w2 self-report of health
s4shlt,,,s4shlt:w4 self-report of health
s5shlt,,,s5shlt:w5 self-report of health
s6shlt,,,s6shlt:w6 self-report of health
r1shltf,,,r1shltf:w1 flag position of self-report health
s1shltf,,,s1shltf:w1 flag position of self-report health
r1shlta,,,"r1shlta:w1 self-report of health, European scale"
r3shlta,,,"r3shlta:w3 self-report of health, European scale"
s1shlta,,,"s1shlta:w1 self-report of health, European scale"
s3shlta,,,"s3shlta:w3 self-report of health, European scale"
r1shltaf,,,"r1shltaf:w1 flag position of self-report health, European scale"
s1shltaf,,,"s1shltaf:w1 flag position of self-report health, European scale"
r2hlthlm,,,r2hlthlm:w2 hlth problems limit work
r3hlthlm,,,r3hlthlm:w3 hlth problems limit work
r4hlthlm,,,r4hlthlm:w4 hlth problems limit work
r5hlthlm,,,r5hlthlm:w5 hlth problems limit work
r6hlthlm,,,r6hlthlm:w6 hlth problems limit work
s2hlthlm,,,s2hlthlm:w2 hlth problems limit work
s3hlthlm,,,s3hlthlm:w3 hlth problems limit work
s4hlthlm,,,s4hlthlm:w4 hlth problems limit work
s5hlthlm,,,s5hlthlm:w5 hlth problems limit work
s6hlthlm,,,s6hlthlm:w6 hlth problems limit work
r1walkra,,,r1walkra:w1 R Some Diff-Walk across room
r2walkra,,,r2walkra:w2 R Some Diff-Walk across room
r3walkra,,,r3walkra:w3 R Some Diff-Walk across room
r4walkra,,,r4walkra:w4 R Some Diff-Walk across room
r5walkra,,,r5walkra:w5 R Some Diff-Walk across room
r6walkra,,,r6walkra:w6 R Some Diff-Walk across room
s1walkra,,,s1walkra:w1 S Some Diff-Walk across room
s2walkra,,,s2walkra:w2 S Some Diff-Walk across room
s3walkra,,,s3walkra:w3 S Some Diff-Walk across room
s4walkra,,,s4walkra:w4 S Some Diff-Walk across room
s5walkra,,,s5walkra:w5 S Some Diff-Walk across room
s6walkra,,,s6walkra:w6 S Some Diff-Walk across room
r1dressa,,,r1dressa:w1 R Some Diff-Dressing
r2dressa,,,r2dressa:w2 R Some Diff-Dressing
r3dressa,,,r3dressa:w3 R Some Diff-Dressing
r4dressa,,,r4dressa:w4 R Some Diff-Dressing
r5dressa,,,r5dressa:w5 R Some Diff-Dressing
r6dressa,,,r6dressa:w6 R Some Diff-Dressing
s1dressa,,,s1dressa:w1 S Some Diff-Dressing
s2dressa,,,s2dressa:w2 S Some Diff-Dressing
s3dressa,,,s3dressa:w3 S Some Diff-Dressing
s4dressa,,,s4dressa:w4 S Some Diff-Dressing
s5dressa,,,s5dressa:w5 S Some Diff-Dressing
s6dressa,,,s6dressa:w6 S Some Diff-Dressing
r1batha,,,"r1batha:w1 R Some Diff-Bathing, shower"
r2batha,,,"r2batha:w2 R Some Diff-Bathing, shower"
r3batha,,,"r3batha:w3 R Some Diff-Bathing, shower"
r4batha,,,"r4batha:w4 R Some Diff-Bathing, shower"
r5batha,,,"r5batha:w5 R Some Diff-Bathing, shower"
r6batha,,,"r6batha:w6 R Some Diff-Bathing, shower"
s1batha,,,"s1batha:w1 S Some Diff-Bathing, shower"
s2batha,,,"s2batha:w2 S Some Diff-Bathing, shower"
s3batha,,,"s3batha:w3 S Some Diff-Bathing, shower"
s4batha,,,"s4batha:w4 S Some Diff-Bathing, shower"
s5batha,,,"s5batha:w5 S Some Diff-Bathing, shower"
s6batha,,,"s6batha:w6 S Some Diff-Bathing, shower"
r1eata,,,r1eata:w1 R Some Diff-Eating
r2eata,,,r2eata:w2 R Some Diff-Eating
r3eata,,,r3eata:w3 R Some Diff-Eating
r4eata,,,r4eata:w4 R Some Diff-Eating
r5eata,,,r5eata:w5 R Some Diff-Eating
r6eata,,,r6eata:w6 R Some Diff-Eating
s1eata,,,s1eata:w1 S Some Diff-Eating
s2eata,,,s2eata:w2 S Some Diff-Eating
s3eata,,,s3eata:w3 S Some Diff-Eating
s4eata,,,s4eata:w4 S Some Diff-Eating
s5eata,,,s5eata:w5 S Some Diff-Eating
s6eata,,,s6eata:w6 S Some Diff-Eating
r1beda,,,r1beda:w1 R Some Diff-Get in/out bed
r2beda,,,r2beda:w2 R Some Diff-Get in/out bed
r3beda,,,r3beda:w3 R Some Diff-Get in/out bed
r4beda,,,r4beda:w4 R Some Diff-Get in/out bed
r5beda,,,r5beda:w5 R Some Diff-Get in/out bed
r6beda,,,r6beda:w6 R Some Diff-Get in/out bed
s1beda,,,s1beda:w1 S Some Diff-Get in/out bed
s2beda,,,s2beda:w2 S Some Diff-Get in/out bed
s3beda,,,s3beda:w3 S Some Diff-Get in/out bed
s4beda,,,s4beda:w4 S Some Diff-Get in/out bed
s5beda,,,s5beda:w5 S Some Diff-Get in/out bed
s6beda,,,s6beda:w6 S Some Diff-Get in/out bed
r1toilta,,,r1toilta:w1 R Some Diff-Using the toilet
r2toilta,,,r2toilta:w2 R Some Diff-Using the toilet
r3toilta,,,r3toilta:w3 R Some Diff-Using the toilet
r4toilta,,,r4toilta:w4 R Some Diff-Using the toilet
r5toilta,,,r5toilta:w5 R Some Diff-Using the toilet
r6toilta,,,r6toilta:w6 R Some Diff-Using the toilet
s1toilta,,,s1toilta:w1 S Some Diff-Using the toilet
s2toilta,,,s2toilta:w2 S Some Diff-Using the toilet
s3toilta,,,s3toilta:w3 S Some Diff-Using the toilet
s4toilta,,,s4toilta:w4 S Some Diff-Using the toilet
s5toilta,,,s5toilta:w5 S Some Diff-Using the toilet
s6toilta,,,s6toilta:w6 S Some Diff-Using the toilet
r1mapa,,,r1mapa:w1 R Some Diff-Use a map
r2mapa,,,r2mapa:w2 R Some Diff-Use a map
r3mapa,,,r3mapa:w3 R Some Diff-Use a map
r4mapa,,,r4mapa:w4 R Some Diff-Use a map
r5mapa,,,r5mapa:w5 R Some Diff-Use a map
r6mapa,,,r6mapa:w6 R Some Diff-Use a map
s1mapa,,,s1mapa:w1 S Some Diff-Use a map
s2mapa,,,s2mapa:w2 S Some Diff-Use a map
s3mapa,,,s3mapa:w3 S Some Diff-Use a map
s4mapa,,,s4mapa:w4 S Some Diff-Use a map
s5mapa,,,s5mapa:w5 S Some Diff-Use a map
s6mapa,,,s6mapa:w6 S Some Diff-Use a map
r1phonea,,,r1phonea:w1 R Some Diff-Use telephone
r2phonea,,,r2phonea:w2 R Some Diff-Use telephone
r3phonea,,,r3phonea:w3 R Some Diff-Use telephone
r4phonea,,,r4phonea:w4 R Some Diff-Use telephone
r5phonea,,,r5phonea:w5 R Some Diff-Use telephone
r6phonea,,,r6phonea:w6 R Some Diff-Use telephone
s1phonea,,,s1phonea:w1 S Some Diff-Use a telephone
s2phonea,,,s2phonea:w2 S Some Diff-Use a telephone
s3phonea,,,s3phonea:w3 S Some Diff-Use a telephone
s4phonea,,,s4phonea:w4 S Some Diff-Use a telephone
s5phonea,,,s5phonea:w5 S Some Diff-Use a telephone
s6phonea,,,s6phonea:w6 S Some Diff-Use a telephone
r1moneya,,,r1moneya:w1 R Some Diff-Managing money
r2moneya,,,r2moneya:w2 R Some Diff-Managing money
r3moneya,,,r3moneya:w3 R Some Diff-Managing money
r4moneya,,,r4moneya:w4 R Some Diff-Managing money
r5moneya,,,r5moneya:w5 R Some Diff-Managing money
r6moneya,,,r6moneya:w6 R Some Diff-Managing money
s1moneya,,,s1moneya:w1 S Some Diff-Managing money
s2moneya,,,s2moneya:w2 S Some Diff-Managing money
s3moneya,,,s3moneya:w3 S Some Diff-Managing money
s4moneya,,,s4moneya:w4 S Some Diff-Managing money
s5moneya,,,s5moneya:w5 S Some Diff-Managing money
s6moneya,,,s6moneya:w6 S Some Diff-Managing money
r1medsa,,,r1medsa:w1 R Some Diff-Take medications
r2medsa,,,r2medsa:w2 R Some Diff-Take medications
r3medsa,,,r3medsa:w3 R Some Diff-Take medications
r4medsa,,,r4medsa:w4 R Some Diff-Take medications
r5medsa,,,r5medsa:w5 R Some Diff-Take medications
r6medsa,,,r6medsa:w6 R Some Diff-Take medications
s1medsa,,,s1medsa:w1 S Some Diff-Take medications
s2medsa,,,s2medsa:w2 S Some Diff-Take medications
s3medsa,,,s3medsa:w3 S Some Diff-Take medications
s4medsa,,,s4medsa:w4 S Some Diff-Take medications
s5medsa,,,s5medsa:w5 S Some Diff-Take medications
s6medsa,,,s6medsa:w6 S Some Diff-Take medications
r1shopa,,,r1shopa:w1 R Some Diff-Shop for grocery
r2shopa,,,r2shopa:w2 R Some Diff-Shop for grocery
r3shopa,,,r3shopa:w3 R Some Diff-Shop for grocery
r4shopa,,,r4shopa:w4 R Some Diff-Shop for grocery
r5shopa,,,r5shopa:w5 R Some Diff-Shop for grocery
r6shopa,,,r6shopa:w6 R Some Diff-Shop for grocery
s1shopa,,,s1shopa:w1 S Some Diff-Shop for grocery
s2shopa,,,s2shopa:w2 S Some Diff-Shop for grocery
s3shopa,,,s3shopa:w3 S Some Diff-Shop for grocery
s4shopa,,,s4shopa:w4 S Some Diff-Shop for grocery
s5shopa,,,s5shopa:w5 S Some Diff-Shop for grocery
s6shopa,,,s6shopa:w6 S Some Diff-Shop for grocery
r1mealsa,,,r1mealsa:w1 R Some Diff-Prepare hot meal
r2mealsa,,,r2mealsa:w2 R Some Diff-Prepare hot meal
r3mealsa,,,r3mealsa:w3 R Some Diff-Prepare hot meal
r4mealsa,,,r4mealsa:w4 R Some Diff-Prepare hot meal
r5mealsa,,,r5mealsa:w5 R Some Diff-Prepare hot meal
r6mealsa,,,r6mealsa:w6 R Some Diff-Prepare hot meal
s1mealsa,,,s1mealsa:w1 S Some Diff-Prepare hot meal
s2mealsa,,,s2mealsa:w2 S Some Diff-Prepare hot meal
s3mealsa,,,s3mealsa:w3 S Some Diff-Prepare hot meal
s4mealsa,,,s4mealsa:w4 S Some Diff-Prepare hot meal
s5mealsa,,,s5mealsa:w5 S Some Diff-Prepare hot meal
s6mealsa,,,s6mealsa:w6 S Some Diff-Prepare hot meal
r1housewka,,,r1housewka:w1 R Some Diff-Doing work around the house or garden
r2housewka,,,r2housewka:w2 R Some Diff-Doing work around the house or garden
r3housewka,,,r3housewka:w3 R Some Diff-Doing work around the house or garden
r4housewka,,,r4housewka:w4 R Some Diff-Doing work around the house or garden
r5housewka,,,r5housewka:w5 R Some Diff-Doing work around the house or garden
r6housewka,,,r6housewka:w6 R Some Diff-Doing work around the house or garden
s1housewka,,,s1housewka:w1 S Some Diff-Doing work around the house or garden
s2housewka,,,s2housewka:w2 S Some Diff-Doing work around the house or garden
s3housewka,,,s3housewka:w3 S Some Diff-Doing work around the house or garden
s4housewka,,,s4housewka:w4 S Some Diff-Doing work around the house or garden
s5housewka,,,s5housewka:w5 S Some Diff-Doing work around the house or garden
s6housewka,,,s6housewka:w6 S Some Diff-Doing work around the house or garden
r1walk100a,,,r1walk100a:w1 R Some Diff-Walk 100y
r2walk100a,,,r2walk100a:w2 R Some Diff-Walk 100y
r3walk100a,,,r3walk100a:w3 R Some Diff-Walk 100y
r4walk100a,,,r4walk100a:w4 R Some Diff-Walk 100y
r5walk100a,,,r5walk100a:w5 R Some Diff-Walk 100y
r6walk100a,,,r6walk100a:w6 R Some Diff-Walk 100y
s1walk100a,,,s1walk100a:w1 S Some Diff-Walk 100y
s2walk100a,,,s2walk100a:w2 S Some Diff-Walk 100y
s3walk100a,,,s3walk100a:w3 S Some Diff-Walk 100y
s4walk100a,,,s4walk100a:w4 S Some Diff-Walk 100y
s5walk100a,,,s5walk100a:w5 S Some Diff-Walk 100y
s6walk100a,,,s6walk100a:w6 S Some Diff-Walk 100y
r1sita,,,r1sita:w1 R Some Diff-Sit for 2 hours
r2sita,,,r2sita:w2 R Some Diff-Sit for 2 hours
r3sita,,,r3sita:w3 R Some Diff-Sit for 2 hours
r4sita,,,r4sita:w4 R Some Diff-Sit for 2 hours
r5sita,,,r5sita:w5 R Some Diff-Sit for 2 hours
r6sita,,,r6sita:w6 R Some Diff-Sit for 2 hours
s1sita,,,s1sita:w1 S Some Diff-Sit for 2 hours
s2sita,,,s2sita:w2 S Some Diff-Sit for 2 hours
s3sita,,,s3sita:w3 S Some Diff-Sit for 2 hours
s4sita,,,s4sita:w4 S Some Diff-Sit for 2 hours
s5sita,,,s5sita:w5 S Some Diff-Sit for 2 hours
s6sita,,,s6sita:w6 S Some Diff-Sit for 2 hours
r1chaira,,,r1chaira:w1 R Some Diff-Get up fr chair
r2chaira,,,r2chaira:w2 R Some Diff-Get up fr chair
r3chaira,,,r3chaira:w3 R Some Diff-Get up fr chair
r4chaira,,,r4chaira:w4 R Some Diff-Get up fr chair
r5chaira,,,r5chaira:w5 R Some Diff-Get up fr chair
r6chaira,,,r6chaira:w6 R Some Diff-Get up fr chair
s1chaira,,,s1chaira:w1 S Some Diff-Get up fr chair
s2chaira,,,s2chaira:w2 S Some Diff-Get up fr chair
s3chaira,,,s3chaira:w3 S Some Diff-Get up fr chair
s4chaira,,,s4chaira:w4 S Some Diff-Get up fr chair
s5chaira,,,s5chaira:w5 S Some Diff-Get up fr chair
s6chaira,,,s6chaira:w6 S Some Diff-Get up fr chair
r1climsa,,,r1climsa:w1 R Some Diff-Clmb sev flt str
r2climsa,,,r2climsa:w2 R Some Diff-Clmb sev flt str
r3climsa,,,r3climsa:w3 R Some Diff-Clmb sev flt str
r4climsa,,,r4climsa:w4 R Some Diff-Clmb sev flt str
r5climsa,,,r5climsa:w5 R Some Diff-Clmb sev flt str
r6climsa,,,r6climsa:w6 R Some Diff-Clmb sev flt str
s1climsa,,,s1climsa:w1 S Some Diff-Clmb sev flt str
s2climsa,,,s2climsa:w2 S Some Diff-Clmb sev flt str
s3climsa,,,s3climsa:w3 S Some Diff-Clmb sev flt str
s4climsa,,,s4climsa:w4 S Some Diff-Clmb sev flt str
s5climsa,,,s5climsa:w5 S Some Diff-Clmb sev flt str
s6climsa,,,s6climsa:w6 S Some Diff-Clmb sev flt str
r1clim1a,,,r1clim1a:w1 R Some Diff-Clmb 1 flt str
r2clim1a,,,r2clim1a:w2 R Some Diff-Clmb 1 flt str
r3clim1a,,,r3clim1a:w3 R Some Diff-Clmb 1 flt str
r4clim1a,,,r4clim1a:w4 R Some Diff-Clmb 1 flt str
r5clim1a,,,r5clim1a:w5 R Some Diff-Clmb 1 flt str
r6clim1a,,,r6clim1a:w6 R Some Diff-Clmb 1 flt str
s1clim1a,,,s1clim1a:w1 S Some Diff-Clmb 1 flt str
s2clim1a,,,s2clim1a:w2 S Some Diff-Clmb 1 flt str
s3clim1a,,,s3clim1a:w3 S Some Diff-Clmb 1 flt str
s4clim1a,,,s4clim1a:w4 S Some Diff-Clmb 1 flt str
s5clim1a,,,s5clim1a:w5 S Some Diff-Clmb 1 flt str
s6clim1a,,,s6clim1a:w6 S Some Diff-Clmb 1 flt str
r1stoopa,,,r1stoopa:w1 R Some Diff-Stoop/Kneel/Crch
r2stoopa,,,r2stoopa:w2 R Some Diff-Stoop/Kneel/Crch
r3stoopa,,,r3stoopa:w3 R Some Diff-Stoop/Kneel/Crch
r4stoopa,,,r4stoopa:w4 R Some Diff-Stoop/Kneel/Crch
r5stoopa,,,r5stoopa:w5 R Some Diff-Stoop/Kneel/Crch
r6stoopa,,,r6stoopa:w6 R Some Diff-Stoop/Kneel/Crch
s1stoopa,,,s1stoopa:w1 S Some Diff-Stoop/Kneel/Crch
s2stoopa,,,s2stoopa:w2 S Some Diff-Stoop/Kneel/Crch
s3stoopa,,,s3stoopa:w3 S Some Diff-Stoop/Kneel/Crch
s4stoopa,,,s4stoopa:w4 S Some Diff-Stoop/Kneel/Crch
s5stoopa,,,s5stoopa:w5 S Some Diff-Stoop/Kneel/Crch
s6stoopa,,,s6stoopa:w6 S Some Diff-Stoop/Kneel/Crch
r1lifta,,,r1lifta:w1 R Some Diff-Lift/carry 10lbs
r2lifta,,,r2lifta:w2 R Some Diff-Lift/carry 10lbs
r3lifta,,,r3lifta:w3 R Some Diff-Lift/carry 10lbs
r4lifta,,,r4lifta:w4 R Some Diff-Lift/carry 10lbs
r5lifta,,,r5lifta:w5 R Some Diff-Lift/carry 10lbs
r6lifta,,,r6lifta:w6 R Some Diff-Lift/carry 10lbs
s1lifta,,,s1lifta:w1 S Some Diff-Lift/carry 10lbs
s2lifta,,,s2lifta:w2 S Some Diff-Lift/carry 10lbs
s3lifta,,,s3lifta:w3 S Some Diff-Lift/carry 10lbs
s4lifta,,,s4lifta:w4 S Some Diff-Lift/carry 10lbs
s5lifta,,,s5lifta:w5 S Some Diff-Lift/carry 10lbs
s6lifta,,,s6lifta:w6 S Some Diff-Lift/carry 10lbs
r1dimea,,,r1dimea:w1 R Some Diff-Pick up a 5p coin
r2dimea,,,r2dimea:w2 R Some Diff-Pick up a 5p coin
r3dimea,,,r3dimea:w3 R Some Diff-Pick up a 5p coin
r4dimea,,,r4dimea:w4 R Some Diff-Pick up a 5p coin
r5dimea,,,r5dimea:w5 R Some Diff-Pick up a 5p coin
r6dimea,,,r6dimea:w6 R Some Diff-Pick up a 5p coin
s1dimea,,,s1dimea:w1 S Some Diff-Pick up a 5p coin
s2dimea,,,s2dimea:w2 S Some Diff-Pick up a 5p coin
s3dimea,,,s3dimea:w3 S Some Diff-Pick up a 5p coin
s4dimea,,,s4dimea:w4 S Some Diff-Pick up a 5p coin
s5dimea,,,s5dimea:w5 S Some Diff-Pick up a 5p coin
s6dimea,,,s6dimea:w6 S Some Diff-Pick up a 5p coin
r1armsa,,,r1armsa:w1 R Some Diff-Rch/xtnd arms up
r2armsa,,,r2armsa:w2 R Some Diff-Rch/xtnd arms up
r3armsa,,,r3armsa:w3 R Some Diff-Rch/xtnd arms up
r4armsa,,,r4armsa:w4 R Some Diff-Rch/xtnd arms up
r5armsa,,,r5armsa:w5 R Some Diff-Rch/xtnd arms up
r6armsa,,,r6armsa:w6 R Some Diff-Rch/xtnd arms up
s1armsa,,,s1armsa:w1 S Some Diff-Rch/xtnd arms up
s2armsa,,,s2armsa:w2 S Some Diff-Rch/xtnd arms up
s3armsa,,,s3armsa:w3 S Some Diff-Rch/xtnd arms up
s4armsa,,,s4armsa:w4 S Some Diff-Rch/xtnd arms up
s5armsa,,,s5armsa:w5 S Some Diff-Rch/xtnd arms up
s6armsa,,,s6armsa:w6 S Some Diff-Rch/xtnd arms up
r1pusha,,,r1pusha:w1 R Some Diff-Push/pull lg obj
r2pusha,,,r2pusha:w2 R Some Diff-Push/pull lg obj
r3pusha,,,r3pusha:w3 R Some Diff-Push/pull lg obj
r4pusha,,,r4pusha:w4 R Some Diff-Push/pull lg obj
r5pusha,,,r5pusha:w5 R Some Diff-Push/pull lg obj
r6pusha,,,r6pusha:w6 R Some Diff-Push/pull lg obj
s1pusha,,,s1pusha:w1 S Some Diff-Push/pull lg obj
s2pusha,,,s2pusha:w2 S Some Diff-Push/pull lg obj
s3pusha,,,s3pusha:w3 S Some Diff-Push/pull lg obj
s4pusha,,,s4pusha:w4 S Some Diff-Push/pull lg obj
s5pusha,,,s5pusha:w5 S Some Diff-Push/pull lg obj
s6pusha,,,s6pusha:w6 S Some Diff-Push/pull lg obj
r1adla,,,r1adla:w1 R Some Diff-ADLs /0-5
r2adla,,,r2adla:w2 R Some Diff-ADLs /0-5
r3adla,,,r3adla:w3 R Some Diff-ADLs /0-5
r4adla,,,r4adla:w4 R Some Diff-ADLs /0-5
r5adla,,,r5adla:w5 R Some Diff-ADLs /0-5
r6adla,,,r6adla:w6 R Some Diff-ADLs /0-5
s1adla,,,s1adla:w1 S Some Diff-ADLs /0-5
s2adla,,,s2adla:w2 S Some Diff-ADLs /0-5
s3adla,,,s3adla:w3 S Some Diff-ADLs /0-5
s4adla,,,s4adla:w4 S Some Diff-ADLs /0-5
s5adla,,,s5adla:w5 S Some Diff-ADLs /0-5
s6adla,,,s6adla:w6 S Some Diff-ADLs /0-5
r1adlam,,,r1adlam:w1 Missings in Some Diff-ADLs /0-5
r2adlam,,,r2adlam:w2 Missings in Some Diff-ADLs /0-5
r3adlam,,,r3adlam:w3 Missings in Some Diff-ADLs /0-5
r4adlam,,,r4adlam:w4 Missings in Some Diff-ADLs /0-5
r5adlam,,,r5adlam:w5 Missings in Some Diff-ADLs /0-5
r6adlam,,,r6adlam:w6 Missings in Some Diff-ADLs /0-5
s1adlam,,,s1adlam:w1 S Missings in Some Diff-ADLs /0-5
s2adlam,,,s2adlam:w2 S Missings in Some Diff-ADLs /0-5
s3adlam,,,s3adlam:w3 S Missings in Some Diff-ADLs /0-5
s4adlam,,,s4adlam:w4 S Missings in Some Diff-ADLs /0-5
s5adlam,,,s5adlam:w5 S Missings in Some Diff-ADLs /0-5
s6adlam,,,s6adlam:w6 S Missings in Some Diff-ADLs /0-5
r1adlwa,,,r1adlwa:w1 R Some Diff-ADLs:Wallace /0-3
r2adlwa,,,r2adlwa:w2 R Some Diff-ADLs:Wallace /0-3
r3adlwa,,,r3adlwa:w3 R Some Diff-ADLs:Wallace /0-3
r4adlwa,,,r4adlwa:w4 R Some Diff-ADLs:Wallace /0-3
r5adlwa,,,r5adlwa:w5 R Some Diff-ADLs:Wallace /0-3
r6adlwa,,,r6adlwa:w6 R Some Diff-ADLs:Wallace /0-3
s1adlwa,,,s1adlwa:w1 S Some Diff-ADLs:Wallace /0-3
s2adlwa,,,s2adlwa:w2 S Some Diff-ADLs:Wallace /0-3
s3adlwa,,,s3adlwa:w3 S Some Diff-ADLs:Wallace /0-3
s4adlwa,,,s4adlwa:w4 S Some Diff-ADLs:Wallace /0-3
s5adlwa,,,s5adlwa:w5 S Some Diff-ADLs:Wallace /0-3
s6adlwa,,,s6adlwa:w6 S Some Diff-ADLs:Wallace /0-3
r1adlwam,,,r1adlwam:w1 R Missings in Some Diff-ADLs:Wallace /0-3
r2adlwam,,,r2adlwam:w2 R Missings in Some Diff-ADLs:Wallace /0-3
r3adlwam,,,r3adlwam:w3 R Missings in Some Diff-ADLs:Wallace /0-3
r4adlwam,,,r4adlwam:w4 R Missings in Some Diff-ADLs:Wallace /0-3
r5adlwam,,,r5adlwam:w5 R Missings in Some Diff-ADLs:Wallace /0-3
r6adlwam,,,r6adlwam:w6 R Missings in Some Diff-ADLs:Wallace /0-3
s1adlwam,,,s1adlwam:w1 S Missings in Some Diff-ADLs:Wallace /0-3
s2adlwam,,,s2adlwam:w2 S Missings in Some Diff-ADLs:Wallace /0-3
s3adlwam,,,s3adlwam:w3 S Missings in Some Diff-ADLs:Wallace /0-3
s4adlwam,,,s4adlwam:w4 S Missings in Some Diff-ADLs:Wallace /0-3
s5adlwam,,,s5adlwam:w5 S Missings in Some Diff-ADLs:Wallace /0-3
s6adlwam,,,s6adlwam:w6 S Missings in Some Diff-ADLs:Wallace /0-3
r1iadla,,,r1iadla:w1 R Some Diff-IADLs: /0-3
r2iadla,,,r2iadla:w2 R Some Diff-IADLs: /0-3
r3iadla,,,r3iadla:w3 R Some Diff-IADLs: /0-3
r4iadla,,,r4iadla:w4 R Some Diff-IADLs: /0-3
r5iadla,,,r5iadla:w5 R Some Diff-IADLs: /0-3
r6iadla,,,r6iadla:w6 R Some Diff-IADLs: /0-3
s1iadla,,,s1iadla:w1 S Some Diff-IADLs: /0-3
s2iadla,,,s2iadla:w2 S Some Diff-IADLs: /0-3
s3iadla,,,s3iadla:w3 S Some Diff-IADLs: /0-3
s4iadla,,,s4iadla:w4 S Some Diff-IADLs: /0-3
s5iadla,,,s5iadla:w5 S Some Diff-IADLs: /0-3
s6iadla,,,s6iadla:w6 S Some Diff-IADLs: /0-3
r1iadlam,,,r1iadlam:w1 R Missings in Some Diff-IADLs: /0-3
r2iadlam,,,r2iadlam:w2 R Missings in Some Diff-IADLs: /0-3
r3iadlam,,,r3iadlam:w3 R Missings in Some Diff-IADLs: /0-3
r4iadlam,,,r4iadlam:w4 R Missings in Some Diff-IADLs: /0-3
r5iadlam,,,r5iadlam:w5 R Missings in Some Diff-IADLs: /0-3
r6iadlam,,,r6iadlam:w6 R Missings in Some Diff-IADLs: /0-3
s1iadlam,,,s1iadlam:w1 S Missings in Some Diff-IADLs: /0-3
s2iadlam,,,s2iadlam:w2 S Missings in Some Diff-IADLs: /0-3
s3iadlam,,,s3iadlam:w3 S Missings in Some Diff-IADLs: /0-3
s4iadlam,,,s4iadlam:w4 S Missings in Some Diff-IADLs: /0-3
s5iadlam,,,s5iadlam:w5 S Missings in Some Diff-IADLs: /0-3
s6iadlam,,,s6iadlam:w6 S Missings in Some Diff-IADLs: /0-3
r1iadlza,,,r1iadlza:w1 R Some Diff-IADLs: /0-5
r2iadlza,,,r2iadlza:w2 R Some Diff-IADLs: /0-5
r3iadlza,,,r3iadlza:w3 R Some Diff-IADLs: /0-5
r4iadlza,,,r4iadlza:w4 R Some Diff-IADLs: /0-5
r5iadlza,,,r5iadlza:w5 R Some Diff-IADLs: /0-5
r6iadlza,,,r6iadlza:w6 R Some Diff-IADLs: /0-5
s1iadlza,,,s1iadlza:w1 S Some Diff-IADLs: /0-5
s2iadlza,,,s2iadlza:w2 S Some Diff-IADLs: /0-5
s3iadlza,,,s3iadlza:w3 S Some Diff-IADLs: /0-5
s4iadlza,,,s4iadlza:w4 S Some Diff-IADLs: /0-5
s5iadlza,,,s5iadlza:w5 S Some Diff-IADLs: /0-5
s6iadlza,,,s6iadlza:w6 S Some Diff-IADLs: /0-5
r1iadlzam,,,r1iadlzam:w1 R Missings in Some Diff-IADLs: /0-5
r2iadlzam,,,r2iadlzam:w2 R Missings in Some Diff-IADLs: /0-5
r3iadlzam,,,r3iadlzam:w3 R Missings in Some Diff-IADLs: /0-5
r4iadlzam,,,r4iadlzam:w4 R Missings in Some Diff-IADLs: /0-5
r5iadlzam,,,r5iadlzam:w5 R Missings in Some Diff-IADLs: /0-5
r6iadlzam,,,r6iadlzam:w6 R Missings in Some Diff-IADLs: /0-5
s1iadlzam,,,s1iadlzam:w1 S Missings in Some Diff-IADLs: /0-5
s2iadlzam,,,s2iadlzam:w2 S Missings in Some Diff-IADLs: /0-5
s3iadlzam,,,s3iadlzam:w3 S Missings in Some Diff-IADLs: /0-5
s4iadlzam,,,s4iadlzam:w4 S Missings in Some Diff-IADLs: /0-5
s5iadlzam,,,s5iadlzam:w5 S Missings in Some Diff-IADLs: /0-5
s6iadlzam,,,s6iadlzam:w6 S Missings in Some Diff-IADLs: /0-5
r1mobilb,,,r1mobilb:w1 R Some Diff-Mobility /0-4
r2mobilb,,,r2mobilb:w2 R Some Diff-Mobility /0-4
r3mobilb,,,r3mobilb:w3 R Some Diff-Mobility /0-4
r4mobilb,,,r4mobilb:w4 R Some Diff-Mobility /0-4
