name,name_new,include,label
r5mobilb,,,r5mobilb:w5 R Some Diff-Mobility /0-4
r6mobilb,,,r6mobilb:w6 R Some Diff-Mobility /0-4
s1mobilb,,,s1mobilb:w1 S Some Diff-Mobility /0-4
s2mobilb,,,s2mobilb:w2 S Some Diff-Mobility /0-4
s3mobilb,,,s3mobilb:w3 S Some Diff-Mobility /0-4
s4mobilb,,,s4mobilb:w4 S Some Diff-Mobility /0-4
s5mobilb,,,s5mobilb:w5 S Some Diff-Mobility /0-4
s6mobilb,,,s6mobilb:w6 S Some Diff-Mobility /0-4
r1mobilbm,,,r1mobilbm:w1 R Missings in Some Diff-Mobility /0-4
r2mobilbm,,,r2mobilbm:w2 R Missings in Some Diff-Mobility /0-4
r3mobilbm,,,r3mobilbm:w3 R Missings in Some Diff-Mobility /0-4
r4mobilbm,,,r4mobilbm:w4 R Missings in Some Diff-Mobility /0-4
r5mobilbm,,,r5mobilbm:w5 R Missings in Some Diff-Mobility /0-4
r6mobilbm,,,r6mobilbm:w6 R Missings in Some Diff-Mobility /0-4
s1mobilbm,,,s1mobilbm:w1 S Some Missings in Diff-Mobility /0-4
s2mobilbm,,,s2mobilbm:w2 S Missings in Some Diff-Mobility /0-4
s3mobilbm,,,s3mobilbm:w3 S Missings in Some Diff-Mobility /0-4
s4mobilbm,,,s4mobilbm:w4 S Missings in Some Diff-Mobility /0-4
s5mobilbm,,,s5mobilbm:w5 S Missings in Some Diff-Mobility /0-4
s6mobilbm,,,s6mobilbm:w6 S Missings in Some Diff-Mobility /0-4
r1lgmusa,,,r1lgmusa:w1 R Some Diff-Large muscle /0-4
r2lgmusa,,,r2lgmusa:w2 R Some Diff-Large muscle /0-4
r3lgmusa,,,r3lgmusa:w3 R Some Diff-Large muscle /0-4
r4lgmusa,,,r4lgmusa:w4 R Some Diff-Large muscle /0-4
r5lgmusa,,,r5lgmusa:w5 R Some Diff-Large muscle /0-4
r6lgmusa,,,r6lgmusa:w6 R Some Diff-Large muscle /0-4
s1lgmusa,,,s1lgmusa:w1 S Some Diff-Large muscle /0-4
s2lgmusa,,,s2lgmusa:w2 S Some Diff-Large muscle /0-4
s3lgmusa,,,s3lgmusa:w3 S Some Diff-Large muscle /0-4
s4lgmusa,,,s4lgmusa:w4 S Some Diff-Large muscle /0-4
s5lgmusa,,,s5lgmusa:w5 S Some Diff-Large muscle /0-4
s6lgmusa,,,s6lgmusa:w6 S Some Diff-Large muscle /0-4
r1lgmusam,,,r1lgmusam:w1 R Missings in Some Diff-Large muscle /0-4
r2lgmusam,,,r2lgmusam:w2 R Missings in Some Diff-Large muscle /0-4
r3lgmusam,,,r3lgmusam:w3 R Missings in Some Diff-Large muscle /0-4
r4lgmusam,,,r4lgmusam:w4 R Missings in Some Diff-Large muscle /0-4
r5lgmusam,,,r5lgmusam:w5 R Missings in Some Diff-Large muscle /0-4
r6lgmusam,,,r6lgmusam:w6 R Missings in Some Diff-Large muscle /0-4
s1lgmusam,,,s1lgmusam:w1 S Missings in Some Diff-Large muscle /0-4
s2lgmusam,,,s2lgmusam:w2 S Missings in Some Diff-Large muscle /0-4
s3lgmusam,,,s3lgmusam:w3 S Missings in Some Diff-Large muscle /0-4
s4lgmusam,,,s4lgmusam:w4 S Missings in Some Diff-Large muscle /0-4
s5lgmusam,,,s5lgmusam:w5 S Missings in Some Diff-Large muscle /0-4
s6lgmusam,,,s6lgmusam:w6 S Missings in Some Diff-Large muscle /0-4
r1grossa,,,"r1grossa:w1 R Some Diff-Wk,rn,clmb,bd,bth /0-5"
r2grossa,,,"r2grossa:w2 R Some Diff-Wk,rn,clmb,bd,bth /0-5"
r3grossa,,,"r3grossa:w3 R Some Diff-Wk,rn,clmb,bd,bth /0-5"
r4grossa,,,"r4grossa:w4 R Some Diff-Wk,rn,clmb,bd,bth /0-5"
r5grossa,,,"r5grossa:w5 R Some Diff-Wk,rn,clmb,bd,bth /0-5"
r6grossa,,,"r6grossa:w6 R Some Diff-Wk,rn,clmb,bd,bth /0-5"
s1grossa,,,"s1grossa:w1 S Some Diff-Wk,rn,clmb,bd,bth /0-5"
s2grossa,,,"s2grossa:w2 S Some Diff-Wk,rn,clmb,bd,bth /0-5"
s3grossa,,,"s3grossa:w3 S Some Diff-Wk,rn,clmb,bd,bth /0-5"
s4grossa,,,"s4grossa:w4 S Some Diff-Wk,rn,clmb,bd,bth /0-5"
s5grossa,,,"s5grossa:w5 S Some Diff-Wk,rn,clmb,bd,bth /0-5"
s6grossa,,,"s6grossa:w6 S Some Diff-Wk,rn,clmb,bd,bth /0-5"
r1grossam,,,"r1grossam:w1 R Missings in Some Diff-Wk,rn,clmb,bd,bth /0-5"
r2grossam,,,"r2grossam:w2 R Missings in Some Diff-Wk,rn,clmb,bd,bth /0-5"
r3grossam,,,"r3grossam:w3 R Missings in Some Diff-Wk,rn,clmb,bd,bth /0-5"
r4grossam,,,"r4grossam:w4 R Missings in Some Diff-Wk,rn,clmb,bd,bth /0-5"
r5grossam,,,"r5grossam:w5 R Missings in Some Diff-Wk,rn,clmb,bd,bth /0-5"
r6grossam,,,"r6grossam:w6 R Missings in Some Diff-Wk,rn,clmb,bd,bth /0-5"
s1grossam,,,"s1grossam:w1 S Missings in Some Diff-Wk,rn,clmb,bd,bth /0-5"
s2grossam,,,"s2grossam:w2 S Missings in Some Diff-Wk,rn,clmb,bd,bth /0-5"
s3grossam,,,"s3grossam:w3 S Missings in Some Diff-Wk,rn,clmb,bd,bth /0-5"
s4grossam,,,"s4grossam:w4 S Missings in Some Diff-Wk,rn,clmb,bd,bth /0-5"
s5grossam,,,"s5grossam:w5 S Missings in Some Diff-Wk,rn,clmb,bd,bth /0-5"
s6grossam,,,"s6grossam:w6 S Missings in Some Diff-Wk,rn,clmb,bd,bth /0-5"
r1finea,,,r1finea:w1 R Some Diff-Dime/eat/dress /0-3
r2finea,,,r2finea:w2 R Some Diff-Dime/eat/dress /0-3
r3finea,,,r3finea:w3 R Some Diff-Dime/eat/dress /0-3
r4finea,,,r4finea:w4 R Some Diff-Dime/eat/dress /0-3
r5finea,,,r5finea:w5 R Some Diff-Dime/eat/dress /0-3
r6finea,,,r6finea:w6 R Some Diff-Dime/eat/dress /0-3
s1finea,,,s1finea:w1 S Some Diff-Dime/eat/dress /0-3
s2finea,,,s2finea:w2 S Some Diff-Dime/eat/dress /0-3
s3finea,,,s3finea:w3 S Some Diff-Dime/eat/dress /0-3
s4finea,,,s4finea:w4 S Some Diff-Dime/eat/dress /0-3
s5finea,,,s5finea:w5 S Some Diff-Dime/eat/dress /0-3
s6finea,,,s6finea:w6 S Some Diff-Dime/eat/dress /0-3
r1fineam,,,r1fineam:w1 R Missings in Some Diff-Dime/eat/dress /0-3
r2fineam,,,r2fineam:w2 R Missings in Some Diff-Dime/eat/dress /0-3
r3fineam,,,r3fineam:w3 R Missings in Some Diff-Dime/eat/dress /0-3
r4fineam,,,r4fineam:w4 R Missings in Some Diff-Dime/eat/dress /0-3
r5fineam,,,r5fineam:w5 R Missings in Some Diff-Dime/eat/dress /0-3
r6fineam,,,r6fineam:w6 R Missings in Some Diff-Dime/eat/dress /0-3
s1fineam,,,s1fineam:w1 S Missings in Some Diff-Dime/eat/dress /0-3
s2fineam,,,s2fineam:w2 S Missings in Some Diff-Dime/eat/dress /0-3
s3fineam,,,s3fineam:w3 S Missings in Some Diff-Dime/eat/dress /0-3
s4fineam,,,s4fineam:w4 S Missings in Some Diff-Dime/eat/dress /0-3
s5fineam,,,s5fineam:w5 S Missings in Some Diff-Dime/eat/dress /0-3
s6fineam,,,s6fineam:w6 S Missings in Some Diff-Dime/eat/dress /0-3
r1depres,,,"r1depres:w1 CESD: Felt depressed (0,1)"
r2depres,,,"r2depres:w2 CESD: Felt depressed (0,1)"
r3depres,,,"r3depres:w3 CESD: Felt depressed (0,1)"
r4depres,,,"r4depres:w4 CESD: Felt depressed (0,1)"
r5depres,,,"r5depres:w5 CESD: Felt depressed (0,1)"
r6depres,,,"r6depres:w6 CESD: Felt depressed (0,1)"
s1depres,,,"s1depres:w1 CESD: Felt depressed (0,1)"
s2depres,,,"s2depres:w2 CESD: Felt depressed (0,1)"
s3depres,,,"s3depres:w3 CESD: Felt depressed (0,1)"
s4depres,,,"s4depres:w4 CESD: Felt depressed (0,1)"
s5depres,,,"s5depres:w5 CESD: Felt depressed (0,1)"
s6depres,,,"s6depres:w6 CESD: Felt depressed (0,1)"
r1effort,,,"r1effort:w1 CESD: Everthing an effort (0,1)"
r2effort,,,"r2effort:w2 CESD: Everthing an effort (0,1)"
r3effort,,,"r3effort:w3 CESD: Everthing an effort (0,1)"
r4effort,,,"r4effort:w4 CESD: Everthing an effort (0,1)"
r5effort,,,"r5effort:w5 CESD: Everthing an effort (0,1)"
r6effort,,,"r6effort:w6 CESD: Everthing an effort (0,1)"
s1effort,,,"s1effort:w1 CESD: Everthing an effort (0,1)"
s2effort,,,"s2effort:w2 CESD: Everthing an effort (0,1)"
s3effort,,,"s3effort:w3 CESD: Everthing an effort (0,1)"
s4effort,,,"s4effort:w4 CESD: Everthing an effort (0,1)"
s5effort,,,"s5effort:w5 CESD: Everthing an effort (0,1)"
s6effort,,,"s6effort:w6 CESD: Everthing an effort (0,1)"
r1sleepr,,,"r1sleepr:w1 CESD: Sleep was restless (0,1)"
r2sleepr,,,"r2sleepr:w2 CESD: Sleep was restless (0,1)"
r3sleepr,,,"r3sleepr:w3 CESD: Sleep was restless (0,1)"
r4sleepr,,,"r4sleepr:w4 CESD: Sleep was restless (0,1)"
r5sleepr,,,"r5sleepr:w5 CESD: Sleep was restless (0,1)"
r6sleepr,,,"r6sleepr:w6 CESD: Sleep was restless (0,1)"
s1sleepr,,,"s1sleepr:w1 CESD: Sleep was restless (0,1)"
s2sleepr,,,"s2sleepr:w2 CESD: Sleep was restless (0,1)"
s3sleepr,,,"s3sleepr:w3 CESD: Sleep was restless (0,1)"
s4sleepr,,,"s4sleepr:w4 CESD: Sleep was restless (0,1)"
s5sleepr,,,"s5sleepr:w5 CESD: Sleep was restless (0,1)"
s6sleepr,,,"s6sleepr:w6 CESD: Sleep was restless (0,1)"
r1whappy,,,"r1whappy:w1 CESD: Was happy (0,1)"
r2whappy,,,"r2whappy:w2 CESD: Was happy (0,1)"
r3whappy,,,"r3whappy:w3 CESD: Was happy (0,1)"
r4whappy,,,"r4whappy:w4 CESD: Was happy (0,1)"
r5whappy,,,"r5whappy:w5 CESD: Was happy (0,1)"
r6whappy,,,"r6whappy:w6 CESD: Was happy (0,1)"
s1whappy,,,"s1whappy:w1 CESD: Was happy (0,1)"
s2whappy,,,"s2whappy:w2 CESD: Was happy (0,1)"
s3whappy,,,"s3whappy:w3 CESD: Was happy (0,1)"
s4whappy,,,"s4whappy:w4 CESD: Was happy (0,1)"
s5whappy,,,"s5whappy:w5 CESD: Was happy (0,1)"
s6whappy,,,"s6whappy:w6 CESD: Was happy (0,1)"
r1flone,,,"r1flone:w1 CESD: Felt lonely (0,1)"
r2flone,,,"r2flone:w2 CESD: Felt lonely (0,1)"
r3flone,,,"r3flone:w3 CESD: Felt lonely (0,1)"
r4flone,,,"r4flone:w4 CESD: Felt lonely (0,1)"
r5flone,,,"r5flone:w5 CESD: Felt lonely (0,1)"
r6flone,,,"r6flone:w6 CESD: Felt lonely (0,1)"
s1flone,,,"s1flone:w1 CESD: Felt lonely (0,1)"
s2flone,,,"s2flone:w2 CESD: Felt lonely (0,1)"
s3flone,,,"s3flone:w3 CESD: Felt lonely (0,1)"
s4flone,,,"s4flone:w4 CESD: Felt lonely (0,1)"
s5flone,,,"s5flone:w5 CESD: Felt lonely (0,1)"
s6flone,,,"s6flone:w6 CESD: Felt lonely (0,1)"
r1fsad,,,"r1fsad:w1 CESD: Felt sad (0,1)"
r2fsad,,,"r2fsad:w2 CESD: Felt sad (0,1)"
r3fsad,,,"r3fsad:w3 CESD: Felt sad (0,1)"
r4fsad,,,"r4fsad:w4 CESD: Felt sad (0,1)"
r5fsad,,,"r5fsad:w5 CESD: Felt sad (0,1)"
r6fsad,,,"r6fsad:w6 CESD: Felt sad (0,1)"
s1fsad,,,"s1fsad:w1 CESD: Felt sad (0,1)"
s2fsad,,,"s2fsad:w2 CESD: Felt sad (0,1)"
s3fsad,,,"s3fsad:w3 CESD: Felt sad (0,1)"
s4fsad,,,"s4fsad:w4 CESD: Felt sad (0,1)"
s5fsad,,,"s5fsad:w5 CESD: Felt sad (0,1)"
s6fsad,,,"s6fsad:w6 CESD: Felt sad (0,1)"
r1going,,,"r1going:w1 CESD: Could not get going (0,1)"
r2going,,,"r2going:w2 CESD: Could not get going (0,1)"
r3going,,,"r3going:w3 CESD: Could not get going (0,1)"
r4going,,,"r4going:w4 CESD: Could not get going (0,1)"
r5going,,,"r5going:w5 CESD: Could not get going (0,1)"
r6going,,,"r6going:w6 CESD: Could not get going (0,1)"
s1going,,,"s1going:w1 CESD: Could not get going (0,1)"
s2going,,,"s2going:w2 CESD: Could not get going (0,1)"
s3going,,,"s3going:w3 CESD: Could not get going (0,1)"
s4going,,,"s4going:w4 CESD: Could not get going (0,1)"
s5going,,,"s5going:w5 CESD: Could not get going (0,1)"
s6going,,,"s6going:w6 CESD: Could not get going (0,1)"
r1enlife,,,"r1enlife:w1 CESD: Enjoyed life (0,1)"
r2enlife,,,"r2enlife:w2 CESD: Enjoyed life (0,1)"
r3enlife,,,"r3enlife:w3 CESD: Enjoyed life (0,1)"
r4enlife,,,"r4enlife:w4 CESD: Enjoyed life (0,1)"
r5enlife,,,"r5enlife:w5 CESD: Enjoyed life (0,1)"
r6enlife,,,"r6enlife:w6 CESD: Enjoyed life (0,1)"
s1enlife,,,"s1enlife:w1 CESD: Enjoyed life (0,1)"
s2enlife,,,"s2enlife:w2 CESD: Enjoyed life (0,1)"
s3enlife,,,"s3enlife:w3 CESD: Enjoyed life (0,1)"
s4enlife,,,"s4enlife:w4 CESD: Enjoyed life (0,1)"
s5enlife,,,"s5enlife:w5 CESD: Enjoyed life (0,1)"
s6enlife,,,"s6enlife:w6 CESD: Enjoyed life (0,1)"
r1cesd,,,r1cesd:w1 CESD Score
r2cesd,,,r2cesd:w2 CESD Score
r3cesd,,,r3cesd:w3 CESD Score
r4cesd,,,r4cesd:w4 CESD Score
r5cesd,,,r5cesd:w5 CESD Score
r6cesd,,,r6cesd:w6 CESD Score
s1cesd,,,s1cesd:w1 CESD Score
s2cesd,,,s2cesd:w2 CESD Score
s3cesd,,,s3cesd:w3 CESD Score
s4cesd,,,s4cesd:w4 CESD Score
s5cesd,,,s5cesd:w5 CESD Score
s6cesd,,,s6cesd:w6 CESD Score
r1cesdm,,,r1cesdm:w1 missings in CESD score
r2cesdm,,,r2cesdm:w2 missings in CESD score
r3cesdm,,,r3cesdm:w3 missings in CESD score
r4cesdm,,,r4cesdm:w4 missings in CESD score
r5cesdm,,,r5cesdm:w5 missings in CESD score
r6cesdm,,,r6cesdm:w6 missings in CESD score
s1cesdm,,,s1cesdm:w1 missings in CESD score
s2cesdm,,,s2cesdm:w2 missings in CESD score
s3cesdm,,,s3cesdm:w3 missings in CESD score
s4cesdm,,,s4cesdm:w4 missings in CESD score
s5cesdm,,,s5cesdm:w5 missings in CESD score
s6cesdm,,,s6cesdm:w6 missings in CESD score
r1hibpe,,,r1hibpe:w1 r ever had high blood pressure
r2hibpe,,,r2hibpe:w2 r ever had high blood pressure
r3hibpe,,,r3hibpe:w3 r ever had high blood pressure
r4hibpe,,,r4hibpe:w4 r ever had high blood pressure
r5hibpe,,,r5hibpe:w5 r ever had high blood pressure
r6hibpe,,,r6hibpe:w6 r ever had high blood pressure
s1hibpe,,,s1hibpe:w1 s ever had high blood pressure
s2hibpe,,,s2hibpe:w2 s ever had high blood pressure
s3hibpe,,,s3hibpe:w3 s ever had high blood pressure
s4hibpe,,,s4hibpe:w4 s ever had high blood pressure
s5hibpe,,,s5hibpe:w5 s ever had high blood pressure
s6hibpe,,,s6hibpe:w6 s ever had high blood pressure
r1hibpf,,,r1hibpf:w1 flag dispute chg high blood pressure
r2hibpf,,,r2hibpf:w2 flag dispute chg high blood pressure
r3hibpf,,,r3hibpf:w3 flag dispute chg high blood pressure
r4hibpf,,,r4hibpf:w4 flag dispute chg high blood pressure
r5hibpf,,,r5hibpf:w5 flag dispute chg high blood pressure
r6hibpf,,,r6hibpf:w6 flag dispute chg high blood pressure
s1hibpf,,,s1hibpf:w1 s flag dispute chg high blood pressure
s2hibpf,,,s2hibpf:w2 s flag dispute chg high blood pressure
s3hibpf,,,s3hibpf:w3 s flag dispute chg high blood pressure
s4hibpf,,,s4hibpf:w4 s flag dispute chg high blood pressure
s5hibpf,,,s5hibpf:w5 s flag dispute chg high blood pressure
s6hibpf,,,s6hibpf:w6 s flag dispute chg high blood pressure
r1diabe,,,r1diabe:w1 r ever had diabetes
r2diabe,,,r2diabe:w2 r ever had diabetes
r3diabe,,,r3diabe:w3 r ever had diabetes
r4diabe,,,r4diabe:w4 r ever had diabetes
r5diabe,,,r5diabe:w5 r ever had diabetes
r6diabe,,,r6diabe:w6 r ever had diabetes
s1diabe,,,s1diabe:w1 s ever had diabetes
s2diabe,,,s2diabe:w2 s ever had diabetes
s3diabe,,,s3diabe:w3 s ever had diabetes
s4diabe,,,s4diabe:w4 s ever had diabetes
s5diabe,,,s5diabe:w5 s ever had diabetes
s6diabe,,,s6diabe:w6 s ever had diabetes
r1diabf,,,r1diabf:w1 flag dispute chg diabetes
r2diabf,,,r2diabf:w2 flag dispute chg diabetes
r3diabf,,,r3diabf:w3 flag dispute chg diabetes
r4diabf,,,r4diabf:w4 flag dispute chg diabetes
r5diabf,,,r5diabf:w5 flag dispute chg diabetes
r6diabf,,,r6diabf:w6 flag dispute chg diabetes
s1diabf,,,s1diabf:w1 s flag dispute chg diabetes
s2diabf,,,s2diabf:w2 s flag dispute chg diabetes
s3diabf,,,s3diabf:w3 s flag dispute chg diabetes
s4diabf,,,s4diabf:w4 s flag dispute chg diabetes
s5diabf,,,s5diabf:w5 s flag dispute chg diabetes
s6diabf,,,s6diabf:w6 s flag dispute chg diabetes
r1cancre,,,r1cancre:w1 r ever had cancer
r2cancre,,,r2cancre:w2 r ever had cancer
r3cancre,,,r3cancre:w3 r ever had cancer
r4cancre,,,r4cancre:w4 r ever had cancer
r5cancre,,,r5cancre:w5 r ever had cancer
r6cancre,,,r6cancre:w6 r ever had cancer
s1cancre,,,s1cancre:w1 s ever had cancer
s2cancre,,,s2cancre:w2 s ever had cancer
s3cancre,,,s3cancre:w3 s ever had cancer
s4cancre,,,s4cancre:w4 s ever had cancer
s5cancre,,,s5cancre:w5 s ever had cancer
s6cancre,,,s6cancre:w6 s ever had cancer
r1cancrf,,,r1cancrf:w1 flag dispute chg cancer
r2cancrf,,,r2cancrf:w2 flag dispute chg cancer
r3cancrf,,,r3cancrf:w3 flag dispute chg cancer
r4cancrf,,,r4cancrf:w4 flag dispute chg cancer
r5cancrf,,,r5cancrf:w5 flag dispute chg cancer
r6cancrf,,,r6cancrf:w6 flag dispute chg cancer
s1cancrf,,,s1cancrf:w1 s flag dispute chg cancer
s2cancrf,,,s2cancrf:w2 s flag dispute chg cancer
s3cancrf,,,s3cancrf:w3 s flag dispute chg cancer
s4cancrf,,,s4cancrf:w4 s flag dispute chg cancer
s5cancrf,,,s5cancrf:w5 s flag dispute chg cancer
s6cancrf,,,s6cancrf:w6 s flag dispute chg cancer
r1lunge,,,r1lunge:w1 r ever had lung disease
r2lunge,,,r2lunge:w2 r ever had lung disease
r3lunge,,,r3lunge:w3 r ever had lung disease
r4lunge,,,r4lunge:w4 r ever had lung disease
r5lunge,,,r5lunge:w5 r ever had lung disease
r6lunge,,,r6lunge:w6 r ever had lung disease
s1lunge,,,s1lunge:w1 s ever had lung disease
s2lunge,,,s2lunge:w2 s ever had lung disease
s3lunge,,,s3lunge:w3 s ever had lung disease
s4lunge,,,s4lunge:w4 s ever had lung disease
s5lunge,,,s5lunge:w5 s ever had lung disease
s6lunge,,,s6lunge:w6 s ever had lung disease
r1lungf,,,r1lungf:w1 flag dispute chg lung disease
r2lungf,,,r2lungf:w2 flag dispute chg lung disease
r3lungf,,,r3lungf:w3 flag dispute chg lung disease
r4lungf,,,r4lungf:w4 flag dispute chg lung disease
r5lungf,,,r5lungf:w5 flag dispute chg lung disease
r6lungf,,,r6lungf:w6 flag dispute chg lung disease
s1lungf,,,s1lungf:w1 s flag dispute chg lung disease
s2lungf,,,s2lungf:w2 s flag dispute chg lung disease
s3lungf,,,s3lungf:w3 s flag dispute chg lung disease
s4lungf,,,s4lungf:w4 s flag dispute chg lung disease
s5lungf,,,s5lungf:w5 s flag dispute chg lung disease
s6lungf,,,s6lungf:w6 s flag dispute chg lung disease
r1hearte,,,r1hearte:w1 r ever had heart problems
r2hearte,,,r2hearte:w2 r ever had heart problems
r3hearte,,,r3hearte:w3 r ever had heart problems
r4hearte,,,r4hearte:w4 r ever had heart problems
r5hearte,,,r5hearte:w5 r ever had heart problems
r6hearte,,,r6hearte:w6 r ever had heart problems
s1hearte,,,s1hearte:w1 s ever had heart problems
s2hearte,,,s2hearte:w2 s ever had heart problems
s3hearte,,,s3hearte:w3 s ever had heart problems
s4hearte,,,s4hearte:w4 s ever had heart problems
s5hearte,,,s5hearte:w5 s ever had heart problems
s6hearte,,,s6hearte:w6 s ever had heart problems
r1heartf,,,r1heartf:w1 flag dispute chg heart problems
r2heartf,,,r2heartf:w2 flag dispute chg heart problems
r3heartf,,,r3heartf:w3 flag dispute chg heart problems
r4heartf,,,r4heartf:w4 flag dispute chg heart problems
r5heartf,,,r5heartf:w5 flag dispute chg heart problems
r6heartf,,,r6heartf:w6 flag dispute chg heart problems
s1heartf,,,s1heartf:w1 s flag dispute chg heart problems
s2heartf,,,s2heartf:w2 s flag dispute chg heart problems
s3heartf,,,s3heartf:w3 s flag dispute chg heart problems
s4heartf,,,s4heartf:w4 s flag dispute chg heart problems
s5heartf,,,s5heartf:w5 s flag dispute chg heart problems
s6heartf,,,s6heartf:w6 s flag dispute chg heart problems
r1stroke,,,r1stroke:w1 r ever had stroke
r2stroke,,,r2stroke:w2 r ever had stroke
r3stroke,,,r3stroke:w3 r ever had stroke
r4stroke,,,r4stroke:w4 r ever had stroke
r5stroke,,,r5stroke:w5 r ever had stroke
r6stroke,,,r6stroke:w6 r ever had stroke
s1stroke,,,s1stroke:w1 s ever had stroke
s2stroke,,,s2stroke:w2 s ever had stroke
s3stroke,,,s3stroke:w3 s ever had stroke
s4stroke,,,s4stroke:w4 s ever had stroke
s5stroke,,,s5stroke:w5 s ever had stroke
s6stroke,,,s6stroke:w6 s ever had stroke
r1strokf,,,r1strokf:w1 flag dispute chg stroke
r2strokf,,,r2strokf:w2 flag dispute chg stroke
r3strokf,,,r3strokf:w3 flag dispute chg stroke
r4strokf,,,r4strokf:w4 flag dispute chg stroke
r5strokf,,,r5strokf:w5 flag dispute chg stroke
r6strokf,,,r6strokf:w6 flag dispute chg stroke
s1strokf,,,s1strokf:w1 s flag dispute chg stroke
s2strokf,,,s2strokf:w2 s flag dispute chg stroke
s3strokf,,,s3strokf:w3 s flag dispute chg stroke
s4strokf,,,s4strokf:w4 s flag dispute chg stroke
s5strokf,,,s5strokf:w5 s flag dispute chg stroke
s6strokf,,,s6strokf:w6 s flag dispute chg stroke
r1psyche,,,r1psyche:w1 r ever had psych problems
r2psyche,,,r2psyche:w2 r ever had psych problems
r3psyche,,,r3psyche:w3 r ever had psych problems
r4psyche,,,r4psyche:w4 r ever had psych problems
r5psyche,,,r5psyche:w5 r ever had psych problems
r6psyche,,,r6psyche:w6 r ever had psych problems
s1psyche,,,s1psyche:w1 s ever had psych problems
s2psyche,,,s2psyche:w2 s ever had psych problems
s3psyche,,,s3psyche:w3 s ever had psych problems
s4psyche,,,s4psyche:w4 s ever had psych problems
s5psyche,,,s5psyche:w5 s ever had psych problems
s6psyche,,,s6psyche:w6 s ever had psych problems
r1psychf,,,r1psychf:w1 flag dispute chg psych problems
r2psychf,,,r2psychf:w2 flag dispute chg psych problems
r3psychf,,,r3psychf:w3 flag dispute chg psych problems
r4psychf,,,r4psychf:w4 flag dispute chg psych problems
r5psychf,,,r5psychf:w5 flag dispute chg psych problems
r6psychf,,,r6psychf:w6 flag dispute chg psych problems
s1psychf,,,s1psychf:w1 s flag dispute chg psych problems
s2psychf,,,s2psychf:w2 s flag dispute chg psych problems
s3psychf,,,s3psychf:w3 s flag dispute chg psych problems
s4psychf,,,s4psychf:w4 s flag dispute chg psych problems
s5psychf,,,s5psychf:w5 s flag dispute chg psych problems
s6psychf,,,s6psychf:w6 s flag dispute chg psych problems
r1arthre,,,r1arthre:w1 r ever had arthritis
r2arthre,,,r2arthre:w2 r ever had arthritis
r3arthre,,,r3arthre:w3 r ever had arthritis
r4arthre,,,r4arthre:w4 r ever had arthritis
r5arthre,,,r5arthre:w5 r ever had arthritis
r6arthre,,,r6arthre:w6 r ever had arthritis
s1arthre,,,s1arthre:w1 s ever had arthritis
s2arthre,,,s2arthre:w2 s ever had arthritis
s3arthre,,,s3arthre:w3 s ever had arthritis
s4arthre,,,s4arthre:w4 s ever had arthritis
s5arthre,,,s5arthre:w5 s ever had arthritis
s6arthre,,,s6arthre:w6 s ever had arthritis
r1arthrf,,,r1arthrf:w1 flag dispute chg arthritis
r2arthrf,,,r2arthrf:w2 flag dispute chg arthritis
r3arthrf,,,r3arthrf:w3 flag dispute chg arthritis
r4arthrf,,,r4arthrf:w4 flag dispute chg arthritis
r5arthrf,,,r5arthrf:w5 flag dispute chg arthritis
r6arthrf,,,r6arthrf:w6 flag dispute chg arthritis
s1arthrf,,,s1arthrf:w1 s flag dispute chg arthritis
s2arthrf,,,s2arthrf:w2 s flag dispute chg arthritis
s3arthrf,,,s3arthrf:w3 s flag dispute chg arthritis
s4arthrf,,,s4arthrf:w4 s flag dispute chg arthritis
s5arthrf,,,s5arthrf:w5 s flag dispute chg arthritis
s6arthrf,,,s6arthrf:w6 s flag dispute chg arthritis
r1asthmae,,,r1asthmae:w1 r ever had asthma
r2asthmae,,,r2asthmae:w2 r ever had asthma
r3asthmae,,,r3asthmae:w3 r ever had asthma
r4asthmae,,,r4asthmae:w4 r ever had asthma
r5asthmae,,,r5asthmae:w5 r ever had asthma
r6asthmae,,,r6asthmae:w6 r ever had asthma
s1asthmae,,,s1asthmae:w1 s ever had asthma
s2asthmae,,,s2asthmae:w2 s ever had asthma
s3asthmae,,,s3asthmae:w3 s ever had asthma
s4asthmae,,,s4asthmae:w4 s ever had asthma
s5asthmae,,,s5asthmae:w5 s ever had asthma
s6asthmae,,,s6asthmae:w6 s ever had asthma
r1asthmaf,,,r1asthmaf:w1 flag chg previous asthma
r2asthmaf,,,r2asthmaf:w2 flag chg previous asthma
r3asthmaf,,,r3asthmaf:w3 flag chg previous asthma
r4asthmaf,,,r4asthmaf:w4 flag chg previous asthma
r5asthmaf,,,r5asthmaf:w5 flag chg previous asthma
r6asthmaf,,,r6asthmaf:w6 flag chg previous asthma
s1asthmaf,,,s1asthmaf:w1 s flag chg previous asthma
s2asthmaf,,,s2asthmaf:w2 s flag chg previous asthma
s3asthmaf,,,s3asthmaf:w3 s flag chg previous asthma
s4asthmaf,,,s4asthmaf:w4 s flag chg previous asthma
s5asthmaf,,,s5asthmaf:w5 s flag chg previous asthma
s6asthmaf,,,s6asthmaf:w6 s flag chg previous asthma
r1memrye,,,r1memrye:w1 r ever had memory problem
r2memrye,,,r2memrye:w2 r ever had memory problem
r3memrye,,,r3memrye:w3 r ever had memory problem
r4memrye,,,r4memrye:w4 r ever had memory problem
r5memrye,,,r5memrye:w5 r ever had memory problem
r6memrye,,,r6memrye:w6 r ever had memory problem
